,Channel,Light_status,mean_sleep_per_ind,No,Sex,Rep
855,adj_Monitor75_ch29,Night,0.979610750695088,55690,M,1
856,adj_Monitor22_ch3,Night,0.946941612604263,64498,M,1
857,adj_Monitor56_ch5,Night,0.929101019462465,62872,M,1
858,adj_Monitor7_ch3,Night,0.918906394810009,TRiPsc,F,1
859,adj_Monitor72_ch26,Night,0.978683966635774,66945,F,1
860,adj_Monitor72_ch14,Night,0.949258572752549,66945,F,1
861,adj_Monitor75_ch2,Night,0.987488415199259,55690,M,1
862,adj_Monitor59_ch8,Night,0.97451343836886,55690,F,1
863,adj_Monitor54_ch5,Night,0.967562557924004,82983,F,1
864,adj_Monitor15_ch24,Night,0.944624652455978,57380,M,1
865,adj_Monitor58_ch16,Night,0.933966635773865,62872,F,1
866,adj_Monitor18_ch3,Night,0.868860055607044,80387,M,1
867,adj_Monitor56_ch4,Night,0.916589434661724,62872,M,1
868,adj_Monitor17_ch32,Night,0.922613531047266,82983,M,1
869,adj_Monitor15_ch2,Night,0.93790546802595,57380,M,1
870,adj_Monitor72_ch2,Night,0.936051899907322,66945,F,1
871,adj_Monitor18_ch6,Night,0.960611677479147,80387,M,1
872,adj_Monitor59_ch17,Night,0.971733086190917,55690,F,1
873,adj_Monitor16_ch9,Night,0.937673772011121,67422,F,1
874,adj_Monitor20_ch24,Night,0.851251158480074,57713,M,1
875,adj_Monitor5_ch13,Night,0.960379981464319,80387,F,1
876,adj_Monitor67_ch21,Night,0.851251158480074,57713,F,1
877,adj_Monitor15_ch13,Night,0.941612604263207,57380,M,1
878,adj_Monitor24_ch8,Night,0.958758109360519,TRiPsc,M,1
879,adj_Monitor15_ch15,Night,0.940685820203892,57380,M,1
880,adj_Monitor77_ch31,Night,0.883225208526413,64498,F,1
881,adj_Monitor7_ch4,Night,0.931417979610751,TRiPsc,F,1
882,adj_Monitor22_ch30,Night,0.839434661723818,64498,M,1
883,adj_Monitor54_ch21,Night,0.869555143651529,82983,F,1
884,adj_Monitor24_ch23,Night,0.962233549582947,TRiPsc,M,1
885,adj_Monitor24_ch3,Night,0.982159406858202,TRiPsc,M,1
886,adj_Monitor73_ch13,Night,0.972428174235403,57380,F,1
887,adj_Monitor59_ch24,Night,0.959684893419833,55690,F,1
888,adj_Monitor7_ch1,Night,0.927942539388322,TRiPsc,F,1
889,adj_Monitor58_ch10,Night,0.942539388322521,62872,F,1
890,adj_Monitor8_ch2,Night,0.969647822057461,56014,M,1
891,adj_Monitor15_ch20,Night,0.922381835032437,57380,M,1
892,adj_Monitor75_ch27,Night,0.847312326227989,55690,M,1
893,adj_Monitor58_ch3,Night,0.956441149212234,62872,F,1
895,adj_Monitor17_ch15,Night,0.961075069508805,82983,M,1
896,adj_Monitor15_ch16,Night,0.953197405004634,57380,M,1
897,adj_Monitor7_ch30,Night,0.925393883225209,TRiPsc,F,1
898,adj_Monitor54_ch31,Night,0.957136237256719,82983,F,1
899,adj_Monitor77_ch9,Night,0.893883225208526,64498,F,1
900,adj_Monitor7_ch6,Night,0.977062094531974,TRiPsc,F,1
901,adj_Monitor67_ch25,Night,0.849860982391103,57713,F,1
902,adj_Monitor17_ch8,Night,0.911492122335496,82983,M,1
903,adj_Monitor72_ch6,Night,0.937210379981464,66945,F,1
904,adj_Monitor60_ch29,Night,0.972428174235403,66945,M,1
905,adj_Monitor2_ch26,Night,0.937673772011121,53328,M,1
906,adj_Monitor77_ch7,Night,0.916821130676552,64498,F,1
907,adj_Monitor54_ch23,Night,0.892261353104727,82983,F,1
908,adj_Monitor16_ch8,Night,0.896663577386469,67422,F,1
909,adj_Monitor6_ch14,Night,0.969647822057461,53328,F,1
910,adj_Monitor77_ch12,Night,0.945319740500463,64498,F,1
911,adj_Monitor2_ch20,Night,0.95852641334569,53328,M,1
912,adj_Monitor15_ch9,Night,0.959221501390176,57380,M,1
913,adj_Monitor77_ch25,Night,0.91241890639481,64498,F,1
914,adj_Monitor6_ch15,Night,0.93952734012975,53328,F,1
915,adj_Monitor77_ch32,Night,0.973818350324374,64498,F,1
916,adj_Monitor7_ch32,Night,0.948331788693234,TRiPsc,F,1
917,adj_Monitor59_ch25,Night,0.961075069508805,55690,F,1
918,adj_Monitor16_ch29,Night,0.8725671918443,67422,F,1
919,adj_Monitor75_ch26,Night,0.923076923076923,55690,M,1
920,adj_Monitor54_ch14,Night,0.882761816496756,82983,F,1
921,adj_Monitor73_ch12,Night,0.935820203892493,57380,F,1
922,adj_Monitor16_ch2,Night,0.897126969416126,67422,F,1
923,adj_Monitor60_ch7,Night,0.96177015755329,66945,M,1
924,adj_Monitor58_ch5,Night,0.968489341983318,62872,F,1
925,adj_Monitor20_ch5,Night,0.898748841519926,57713,M,1
926,adj_Monitor75_ch20,Night,0.90917516218721,55690,M,1
927,adj_Monitor16_ch20,Night,0.785449490268767,67422,F,1
928,adj_Monitor7_ch15,Night,0.966867469879518,TRiPsc,F,1
929,adj_Monitor72_ch28,Night,0.954124189063948,66945,F,1
930,adj_Monitor24_ch28,Night,0.941612604263207,TRiPsc,M,1
931,adj_Monitor63_ch29,Night,0.905236329935125,56014,F,1
933,adj_Monitor17_ch9,Night,0.946014828544949,82983,M,1
934,adj_Monitor63_ch20,Night,0.93952734012975,56014,F,1
935,adj_Monitor59_ch10,Night,0.958758109360519,55690,F,1
936,adj_Monitor16_ch6,Night,0.887627432808156,67422,F,1
937,adj_Monitor73_ch8,Night,0.956904541241891,57380,F,1
938,adj_Monitor8_ch26,Night,0.925625579240037,56014,M,1
939,adj_Monitor5_ch10,Night,0.931649675625579,80387,F,1
940,adj_Monitor75_ch15,Night,0.97451343836886,55690,M,1
941,adj_Monitor59_ch11,Night,0.924930491195551,55690,F,1
942,adj_Monitor8_ch20,Night,0.92678405931418,56014,M,1
944,adj_Monitor8_ch31,Night,0.974281742354032,56014,M,1
945,adj_Monitor7_ch31,Night,0.927942539388322,TRiPsc,F,1
946,adj_Monitor22_ch15,Night,0.864457831325301,64498,M,1
947,adj_Monitor24_ch22,Night,0.977988878591288,TRiPsc,M,1
948,adj_Monitor56_ch20,Night,0.921455050973123,62872,M,1
949,adj_Monitor2_ch3,Night,0.948795180722892,53328,M,1
950,adj_Monitor56_ch14,Night,0.93466172381835,62872,M,1
951,adj_Monitor8_ch7,Night,0.968489341983318,56014,M,1
952,adj_Monitor24_ch14,Night,0.956672845227062,TRiPsc,M,1
953,adj_Monitor1_ch28,Night,0.903846153846154,67422,M,1
954,adj_Monitor56_ch16,Night,0.922845227062094,62872,M,1
956,adj_Monitor16_ch14,Night,0.911260426320667,67422,F,1
957,adj_Monitor20_ch8,Night,0.818582020389249,57713,M,1
958,adj_Monitor20_ch29,Night,0.971501390176089,57713,M,1
959,adj_Monitor72_ch16,Night,0.969879518072289,66945,F,1
960,adj_Monitor56_ch17,Night,0.921455050973123,62872,M,1
961,adj_Monitor8_ch8,Night,0.93790546802595,56014,M,1
962,adj_Monitor18_ch21,Night,0.929564411492122,80387,M,1
963,adj_Monitor72_ch20,Night,0.943929564411492,66945,F,1
964,adj_Monitor73_ch2,Night,0.928174235403151,57380,F,1
965,adj_Monitor63_ch24,Night,0.935356811862836,56014,F,1
966,adj_Monitor75_ch18,Night,0.981232622798888,55690,M,1
967,adj_Monitor18_ch27,Night,0.951343836886006,80387,M,1
968,adj_Monitor8_ch9,Night,0.923308619091752,56014,M,1
969,adj_Monitor7_ch12,Night,0.916589434661724,TRiPsc,F,1
970,adj_Monitor1_ch16,Night,0.968257645968489,67422,M,1
971,adj_Monitor7_ch13,Night,0.887395736793327,TRiPsc,F,1
972,adj_Monitor72_ch27,Night,0.982159406858202,66945,F,1
973,adj_Monitor20_ch10,Night,0.931649675625579,57713,M,1
974,adj_Monitor17_ch21,Night,0.911028730305839,82983,M,1
975,adj_Monitor63_ch13,Night,0.940917516218721,56014,F,1
976,adj_Monitor73_ch17,Night,0.932344763670065,57380,F,1
977,adj_Monitor17_ch14,Night,0.939295644114921,82983,M,1
978,adj_Monitor56_ch11,Night,0.897822057460612,62872,M,1
979,adj_Monitor24_ch27,Night,0.931881371640408,TRiPsc,M,1
980,adj_Monitor6_ch5,Night,0.954587581093605,53328,F,1
981,adj_Monitor56_ch27,Night,0.958989805375348,62872,M,1
982,adj_Monitor1_ch7,Night,0.877896200185357,67422,M,1
983,adj_Monitor60_ch5,Night,0.960379981464319,66945,M,1
984,adj_Monitor8_ch6,Night,0.941612604263207,56014,M,1
985,adj_Monitor60_ch22,Night,0.934198331788693,66945,M,1
986,adj_Monitor56_ch28,Night,0.933039851714551,62872,M,1
987,adj_Monitor15_ch8,Night,0.945551436515292,57380,M,1
988,adj_Monitor56_ch10,Night,0.937673772011121,62872,M,1
989,adj_Monitor15_ch26,Night,0.92516218721038,57380,M,1
990,adj_Monitor17_ch7,Night,0.933271547729379,82983,M,1
991,adj_Monitor54_ch20,Night,0.960611677479147,82983,F,1
992,adj_Monitor2_ch9,Night,0.8741890639481,53328,M,1
993,adj_Monitor58_ch29,Night,0.981927710843373,62872,F,1
994,adj_Monitor8_ch13,Night,0.901529193697868,56014,M,1
995,adj_Monitor15_ch17,Night,0.914272474513438,57380,M,1
996,adj_Monitor16_ch13,Night,0.96177015755329,67422,F,1
997,adj_Monitor20_ch11,Night,0.896200185356812,57713,M,1
998,adj_Monitor24_ch20,Night,0.965245597775718,TRiPsc,M,1
999,adj_Monitor56_ch6,Night,0.950880444856348,62872,M,1
1000,adj_Monitor59_ch21,Night,0.97126969416126,55690,F,1
1001,adj_Monitor77_ch3,Night,0.874884151992586,64498,F,1
1002,adj_Monitor17_ch1,Night,0.963160333642261,82983,M,1
1003,adj_Monitor24_ch19,Night,0.981000926784059,TRiPsc,M,1
1004,adj_Monitor56_ch21,Night,0.878591288229842,62872,M,1
1005,adj_Monitor18_ch15,Night,0.978220574606117,80387,M,1
1006,adj_Monitor1_ch2,Night,0.940917516218721,67422,M,1
1007,adj_Monitor58_ch6,Night,0.916589434661724,62872,F,1
1008,adj_Monitor6_ch3,Night,0.954124189063948,53328,F,1
1009,adj_Monitor6_ch32,Night,0.953429101019462,53328,F,1
1010,adj_Monitor22_ch1,Night,0.960611677479147,64498,M,1
1011,adj_Monitor59_ch7,Night,0.956904541241891,55690,F,1
1012,adj_Monitor72_ch32,Night,0.963623725671918,66945,F,1
1013,adj_Monitor7_ch16,Night,0.932808155699722,TRiPsc,F,1
1014,adj_Monitor15_ch22,Night,0.91404077849861,57380,M,1
1015,adj_Monitor15_ch3,Night,0.957367933271548,57380,M,1
1016,adj_Monitor6_ch26,Night,0.854263206672845,53328,F,1
1017,adj_Monitor7_ch17,Night,0.936978683966636,TRiPsc,F,1
1018,adj_Monitor59_ch19,Night,0.935588507877664,55690,F,1
1020,adj_Monitor5_ch6,Night,0.943466172381835,80387,F,1
1021,adj_Monitor6_ch10,Night,0.908016682113068,53328,F,1
1022,adj_Monitor75_ch1,Night,0.950880444856348,55690,M,1
1023,adj_Monitor1_ch31,Night,0.879286376274328,67422,M,1
1024,adj_Monitor75_ch11,Night,0.946478220574606,55690,M,1
1025,adj_Monitor22_ch14,Night,0.958989805375348,64498,M,1
1026,adj_Monitor56_ch3,Night,0.867238183503244,62872,M,1
1027,adj_Monitor60_ch9,Night,0.925625579240037,66945,M,1
1028,adj_Monitor56_ch8,Night,0.946014828544949,62872,M,1
1029,adj_Monitor59_ch3,Night,0.966404077849861,55690,F,1
1030,adj_Monitor22_ch26,Night,0.890639481000927,64498,M,1
1031,adj_Monitor59_ch6,Night,0.909406858202039,55690,F,1
1032,adj_Monitor8_ch10,Night,0.925857275254866,56014,M,1
1033,adj_Monitor18_ch23,Night,0.940917516218721,80387,M,1
1034,adj_Monitor63_ch18,Night,0.924235403151066,56014,F,1
1035,adj_Monitor77_ch21,Night,0.96663577386469,64498,F,1
1036,adj_Monitor7_ch7,Night,0.918211306765524,TRiPsc,F,1
1037,adj_Monitor15_ch1,Night,0.952734012974977,57380,M,1
1038,adj_Monitor58_ch25,Night,0.964550509731233,62872,F,1
1039,adj_Monitor20_ch32,Night,0.945088044485635,57713,M,1
1040,adj_Monitor59_ch4,Night,0.986098239110287,55690,F,1
1041,adj_Monitor59_ch29,Night,0.982159406858202,55690,F,1
1042,adj_Monitor56_ch26,Night,0.92840593141798,62872,M,1
1043,adj_Monitor24_ch4,Night,0.932113067655236,TRiPsc,M,1
1044,adj_Monitor73_ch19,Night,0.956672845227062,57380,F,1
1045,adj_Monitor17_ch12,Night,0.924930491195551,82983,M,1
1046,adj_Monitor7_ch14,Night,0.963160333642261,TRiPsc,F,1
1047,adj_Monitor2_ch11,Night,0.930027803521779,53328,M,1
1048,adj_Monitor15_ch12,Night,0.98401297497683,57380,M,1
1049,adj_Monitor1_ch27,Night,0.942075996292864,67422,M,1
1050,adj_Monitor60_ch30,Night,0.952502316960148,66945,M,1
1051,adj_Monitor73_ch10,Night,0.959916589434662,57380,F,1
1052,adj_Monitor58_ch28,Night,0.973818350324374,62872,F,1
1053,adj_Monitor73_ch5,Night,0.971733086190917,57380,F,1
1054,adj_Monitor72_ch9,Night,0.954819277108434,66945,F,1
1055,adj_Monitor15_ch19,Night,0.918906394810009,57380,M,1
1056,adj_Monitor20_ch1,Night,0.94902687673772,57713,M,1
1057,adj_Monitor8_ch22,Night,0.965477293790547,56014,M,1
1058,adj_Monitor17_ch3,Night,0.939063948100093,82983,M,1
1059,adj_Monitor54_ch28,Night,0.930954587581094,82983,F,1
1060,adj_Monitor59_ch26,Night,0.969879518072289,55690,F,1
1061,adj_Monitor72_ch11,Night,0.88531047265987,66945,F,1
1062,adj_Monitor8_ch18,Night,0.948331788693234,56014,M,1
1063,adj_Monitor1_ch8,Night,0.935588507877664,67422,M,1
1064,adj_Monitor22_ch19,Night,0.926088971269694,64498,M,1
1065,adj_Monitor22_ch20,Night,0.977293790546803,64498,M,1
1066,adj_Monitor18_ch32,Night,0.968721037998146,80387,M,1
1067,adj_Monitor73_ch20,Night,0.951112140871177,57380,F,1
1068,adj_Monitor6_ch6,Night,0.88855421686747,53328,F,1
1069,adj_Monitor5_ch15,Night,0.95852641334569,80387,F,1
1070,adj_Monitor15_ch18,Night,0.956904541241891,57380,M,1
1071,adj_Monitor5_ch12,Night,0.8758109360519,80387,F,1
1072,adj_Monitor8_ch3,Night,0.961306765523633,56014,M,1
1073,adj_Monitor56_ch18,Night,0.943929564411492,62872,M,1
1074,adj_Monitor63_ch15,Night,0.901065801668211,56014,F,1
1075,adj_Monitor77_ch20,Night,0.938368860055607,64498,F,1
1076,adj_Monitor54_ch29,Night,0.897590361445783,82983,F,1
1077,adj_Monitor58_ch24,Night,0.961306765523633,62872,F,1
1078,adj_Monitor6_ch8,Night,0.959453197405005,53328,F,1
1079,adj_Monitor16_ch22,Night,0.925393883225209,67422,F,1
1080,adj_Monitor56_ch23,Night,0.962465245597776,62872,M,1
1081,adj_Monitor2_ch18,Night,0.946941612604263,53328,M,1
1082,adj_Monitor22_ch25,Night,0.885542168674699,64498,M,1
1083,adj_Monitor77_ch4,Night,0.89805375347544,64498,F,1
1084,adj_Monitor59_ch2,Night,0.968952734012975,55690,F,1
1085,adj_Monitor17_ch23,Night,0.94114921223355,82983,M,1
1086,adj_Monitor6_ch16,Night,0.967330861909175,53328,F,1
1087,adj_Monitor1_ch15,Night,0.965708989805375,67422,M,1
1088,adj_Monitor58_ch7,Night,0.97126969416126,62872,F,1
1089,adj_Monitor18_ch9,Night,0.941380908248378,80387,M,1
1090,adj_Monitor18_ch31,Night,0.930954587581094,80387,M,1
1091,adj_Monitor18_ch17,Night,0.965940685820204,80387,M,1
1092,adj_Monitor60_ch4,Night,0.965940685820204,66945,M,1
1093,adj_Monitor20_ch15,Night,0.904541241890639,57713,M,1
1094,adj_Monitor7_ch10,Night,0.903151065801668,TRiPsc,F,1
1095,adj_Monitor20_ch18,Night,0.941844300278035,57713,M,1
1096,adj_Monitor60_ch32,Night,0.969184430027804,66945,M,1
1097,adj_Monitor73_ch27,Night,0.96014828544949,57380,F,1
1098,adj_Monitor8_ch25,Night,0.908480074142725,56014,M,1
1099,adj_Monitor56_ch9,Night,0.919369786839666,62872,M,1
1100,adj_Monitor63_ch19,Night,0.942307692307692,56014,F,1
1101,adj_Monitor77_ch22,Night,0.897126969416126,64498,F,1
1102,adj_Monitor15_ch6,Night,0.92840593141798,57380,M,1
1103,adj_Monitor67_ch23,Night,0.908711770157553,57713,F,1
1104,adj_Monitor72_ch7,Night,0.947173308619092,66945,F,1
1105,adj_Monitor7_ch11,Night,0.937442075996293,TRiPsc,F,1
1106,adj_Monitor60_ch6,Night,0.987488415199259,66945,M,1
1107,adj_Monitor77_ch15,Night,0.946941612604263,64498,F,1
1108,adj_Monitor5_ch14,Night,0.985403151065802,80387,F,1
1109,adj_Monitor1_ch18,Night,0.931417979610751,67422,M,1
1110,adj_Monitor58_ch17,Night,0.955514365152919,62872,F,1
1111,adj_Monitor77_ch18,Night,0.903151065801668,64498,F,1
1112,adj_Monitor60_ch8,Night,0.987720111214087,66945,M,1
1113,adj_Monitor54_ch27,Night,0.93952734012975,82983,F,1
1114,adj_Monitor1_ch19,Night,0.912650602409639,67422,M,1
1115,adj_Monitor75_ch28,Night,0.967099165894347,55690,M,1
1116,adj_Monitor15_ch14,Night,0.94740500463392,57380,M,1
1117,adj_Monitor15_ch29,Night,0.932808155699722,57380,M,1
1118,adj_Monitor72_ch18,Night,0.943929564411492,66945,F,1
1119,adj_Monitor18_ch10,Night,0.983317886932345,80387,M,1
1120,adj_Monitor8_ch16,Night,0.8725671918443,56014,M,1
1121,adj_Monitor1_ch13,Night,0.906858202038925,67422,M,1
1122,adj_Monitor16_ch16,Night,0.882066728452271,67422,F,1
1123,adj_Monitor1_ch25,Night,0.924467099165894,67422,M,1
1124,adj_Monitor7_ch24,Night,0.887859128822984,TRiPsc,F,1
1125,adj_Monitor1_ch29,Night,0.933503243744208,67422,M,1
1126,adj_Monitor22_ch11,Night,0.945088044485635,64498,M,1
1127,adj_Monitor67_ch15,Night,0.969879518072289,57713,F,1
1128,adj_Monitor16_ch21,Night,0.905236329935125,67422,F,1
1129,adj_Monitor2_ch29,Night,0.960379981464319,53328,M,1
1130,adj_Monitor6_ch18,Night,0.965245597775718,53328,F,1
1131,adj_Monitor15_ch32,Night,0.952965708989805,57380,M,1
1132,adj_Monitor2_ch2,Night,0.963623725671918,53328,M,1
1133,adj_Monitor24_ch15,Night,0.978683966635774,TRiPsc,M,1
1134,adj_Monitor22_ch24,Night,0.957136237256719,64498,M,1
1135,adj_Monitor17_ch2,Night,0.928869323447637,82983,M,1
1136,adj_Monitor63_ch23,Night,0.90291936978684,56014,F,1
1137,adj_Monitor56_ch1,Night,0.903846153846154,62872,M,1
1138,adj_Monitor8_ch27,Night,0.946941612604263,56014,M,1
1139,adj_Monitor24_ch12,Night,0.967330861909175,TRiPsc,M,1
1140,adj_Monitor2_ch17,Night,0.954819277108434,53328,M,1
1141,adj_Monitor72_ch3,Night,0.896200185356812,66945,F,1
1142,adj_Monitor63_ch22,Night,0.959221501390176,56014,F,1
1143,adj_Monitor5_ch19,Night,0.936515291936979,80387,F,1
1144,adj_Monitor63_ch16,Night,0.923076923076923,56014,F,1
1145,adj_Monitor75_ch24,Night,0.976598702502317,55690,M,1
1146,adj_Monitor58_ch27,Night,0.909406858202039,62872,F,1
1147,adj_Monitor17_ch4,Night,0.917052826691381,82983,M,1
1148,adj_Monitor54_ch13,Night,0.806765523632993,82983,F,1
1149,adj_Monitor59_ch1,Night,0.950417052826691,55690,F,1
1150,adj_Monitor72_ch24,Night,0.906626506024096,66945,F,1
1151,adj_Monitor60_ch26,Night,0.90291936978684,66945,M,1
1152,adj_Monitor59_ch28,Night,0.979842446709917,55690,F,1
1153,adj_Monitor7_ch21,Night,0.967099165894347,TRiPsc,F,1
1154,adj_Monitor67_ch20,Night,0.97289156626506,57713,F,1
1155,adj_Monitor56_ch25,Night,0.881139944392956,62872,M,1
1156,adj_Monitor6_ch4,Night,0.91079703429101,53328,F,1
1157,adj_Monitor8_ch11,Night,0.948100092678406,56014,M,1
1158,adj_Monitor5_ch31,Night,0.941844300278035,80387,F,1
1159,adj_Monitor17_ch25,Night,0.921455050973123,82983,M,1
1160,adj_Monitor17_ch27,Night,0.894114921223355,82983,M,1
1161,adj_Monitor22_ch23,Night,0.978915662650602,64498,M,1
1162,adj_Monitor63_ch26,Night,0.89643188137164,56014,F,1
1163,adj_Monitor6_ch23,Night,0.964550509731233,53328,F,1
1164,adj_Monitor73_ch21,Night,0.90129749768304,57380,F,1
1165,adj_Monitor7_ch29,Night,0.956209453197405,TRiPsc,F,1
1166,adj_Monitor2_ch12,Night,0.964782205746061,53328,M,1
1167,adj_Monitor16_ch11,Night,0.972659870250232,67422,F,1
1168,adj_Monitor24_ch18,Night,0.967330861909175,TRiPsc,M,1
1169,adj_Monitor17_ch16,Night,0.907553290083411,82983,M,1
1170,adj_Monitor77_ch17,Night,0.919601482854495,64498,F,1
1171,adj_Monitor8_ch19,Night,0.931417979610751,56014,M,1
1172,adj_Monitor67_ch6,Night,0.920064874884152,57713,F,1
1173,adj_Monitor75_ch12,Night,0.958294717330862,55690,M,1
1174,adj_Monitor63_ch31,Night,0.978220574606117,56014,F,1
1175,adj_Monitor75_ch3,Night,0.933039851714551,55690,M,1
1176,adj_Monitor59_ch13,Night,0.965477293790547,55690,F,1
1177,adj_Monitor72_ch29,Night,0.931417979610751,66945,F,1
1178,adj_Monitor17_ch24,Night,0.933734939759036,82983,M,1
1179,adj_Monitor20_ch16,Night,0.931649675625579,57713,M,1
1180,adj_Monitor7_ch26,Night,0.941380908248378,TRiPsc,F,1
1181,adj_Monitor72_ch15,Night,0.907089898053754,66945,F,1
1182,adj_Monitor22_ch31,Night,0.970111214087118,64498,M,1
1183,adj_Monitor24_ch9,Night,0.963855421686747,TRiPsc,M,1
1185,adj_Monitor16_ch23,Night,0.888090824837813,67422,F,1
1186,adj_Monitor56_ch24,Night,0.795875810936052,62872,M,1
1187,adj_Monitor56_ch13,Night,0.882993512511585,62872,M,1
1188,adj_Monitor1_ch9,Night,0.979610750695088,67422,M,1
1189,adj_Monitor5_ch8,Night,0.983086190917516,80387,F,1
1190,adj_Monitor17_ch22,Night,0.933503243744208,82983,M,1
1191,adj_Monitor24_ch13,Night,0.984244670991659,TRiPsc,M,1
1192,adj_Monitor22_ch28,Night,0.948795180722892,64498,M,1
1193,adj_Monitor54_ch24,Night,0.89643188137164,82983,F,1
1194,adj_Monitor54_ch4,Night,0.917747914735867,82983,F,1
1195,adj_Monitor6_ch20,Night,0.953197405004634,53328,F,1
1196,adj_Monitor72_ch30,Night,0.949953660797034,66945,F,1
1197,adj_Monitor20_ch22,Night,0.904772937905468,57713,M,1
1198,adj_Monitor73_ch26,Night,0.962928637627433,57380,F,1
1199,adj_Monitor20_ch21,Night,0.959221501390176,57713,M,1
1200,adj_Monitor73_ch4,Night,0.977293790546803,57380,F,1
1201,adj_Monitor73_ch1,Night,0.955977757182576,57380,F,1
1202,adj_Monitor60_ch12,Night,0.923308619091752,66945,M,1
1203,adj_Monitor24_ch16,Night,0.991890639481001,TRiPsc,M,1
1204,adj_Monitor20_ch30,Night,0.958063021316033,57713,M,1
1205,adj_Monitor75_ch6,Night,0.871177015755329,55690,M,1
1206,adj_Monitor18_ch14,Night,0.89805375347544,80387,M,1
1207,adj_Monitor63_ch21,Night,0.972196478220575,56014,F,1
1208,adj_Monitor56_ch22,Night,0.85194624652456,62872,M,1
1209,adj_Monitor20_ch7,Night,0.756487488415199,57713,M,1
1210,adj_Monitor60_ch13,Night,0.980769230769231,66945,M,1
1211,adj_Monitor75_ch17,Night,0.940454124189064,55690,M,1
1212,adj_Monitor17_ch19,Night,0.89805375347544,82983,M,1
1213,adj_Monitor15_ch25,Night,0.923308619091752,57380,M,1
1214,adj_Monitor6_ch22,Night,0.894578313253012,53328,F,1
1215,adj_Monitor59_ch22,Night,0.966404077849861,55690,F,1
1216,adj_Monitor5_ch22,Night,0.996061167747915,80387,F,1
1217,adj_Monitor58_ch19,Night,0.954124189063948,62872,F,1
1218,adj_Monitor22_ch32,Night,0.865616311399444,64498,M,1
1219,adj_Monitor6_ch25,Night,0.950185356811863,53328,F,1
1220,adj_Monitor73_ch31,Night,0.930259499536608,57380,F,1
1221,adj_Monitor20_ch12,Night,0.906626506024096,57713,M,1
1222,adj_Monitor7_ch27,Night,0.974976830398517,TRiPsc,F,1
1223,adj_Monitor2_ch27,Night,0.975208526413346,53328,M,1
1224,adj_Monitor59_ch12,Night,0.895041705282669,55690,F,1
1225,adj_Monitor17_ch29,Night,0.969184430027804,82983,M,1
1226,adj_Monitor2_ch19,Night,0.981000926784059,53328,M,1
1227,adj_Monitor63_ch11,Night,0.922150139017609,56014,F,1
1228,adj_Monitor72_ch1,Night,0.970111214087118,66945,F,1
1229,adj_Monitor67_ch22,Night,0.968489341983318,57713,F,1
1230,adj_Monitor8_ch23,Night,0.906626506024096,56014,M,1
1231,adj_Monitor73_ch15,Night,0.916357738646895,57380,F,1
1232,adj_Monitor18_ch1,Night,0.961075069508805,80387,M,1
1233,adj_Monitor15_ch10,Night,0.96663577386469,57380,M,1
1234,adj_Monitor77_ch27,Night,0.984708063021316,64498,F,1
1235,adj_Monitor20_ch3,Night,0.875347544022243,57713,M,1
1236,adj_Monitor8_ch14,Night,0.935820203892493,56014,M,1
1237,adj_Monitor60_ch28,Night,0.95852641334569,66945,M,1
1238,adj_Monitor67_ch32,Night,0.942307692307692,57713,F,1
1239,adj_Monitor63_ch7,Night,0.950417052826691,56014,F,1
1240,adj_Monitor2_ch6,Night,0.943234476367007,53328,M,1
1241,adj_Monitor17_ch28,Night,0.948100092678406,82983,M,1
1242,adj_Monitor63_ch30,Night,0.945551436515292,56014,F,1
1243,adj_Monitor18_ch24,Night,0.952502316960148,80387,M,1
1244,adj_Monitor7_ch22,Night,0.94114921223355,TRiPsc,F,1
1245,adj_Monitor5_ch30,Night,0.978452270620945,80387,F,1
1246,adj_Monitor16_ch30,Night,0.926088971269694,67422,F,1
1247,adj_Monitor1_ch30,Night,0.875347544022243,67422,M,1
1248,adj_Monitor7_ch23,Night,0.93628359592215,TRiPsc,F,1
1249,adj_Monitor58_ch30,Night,0.968257645968489,62872,F,1
1250,adj_Monitor16_ch27,Night,0.92354031510658,67422,F,1
1251,adj_Monitor73_ch7,Night,0.943002780352178,57380,F,1
1252,adj_Monitor54_ch25,Night,0.84082483781279,82983,F,1
1253,adj_Monitor67_ch26,Night,0.908943466172382,57713,F,1
1254,adj_Monitor7_ch20,Night,0.916821130676552,TRiPsc,F,1
1255,adj_Monitor75_ch19,Night,0.940454124189064,55690,M,1
1256,adj_Monitor59_ch23,Night,0.959916589434662,55690,F,1
1257,adj_Monitor59_ch14,Night,0.987951807228916,55690,F,1
1258,adj_Monitor7_ch2,Night,0.905931417979611,TRiPsc,F,1
1259,adj_Monitor2_ch22,Night,0.931417979610751,53328,M,1
1260,adj_Monitor72_ch21,Night,0.96501390176089,66945,F,1
1261,adj_Monitor18_ch26,Night,0.941844300278035,80387,M,1
1262,adj_Monitor72_ch10,Night,0.878822984244671,66945,F,1
1263,adj_Monitor7_ch25,Night,0.956441149212234,TRiPsc,F,1
1264,adj_Monitor72_ch12,Night,0.944392956441149,66945,F,1
1265,adj_Monitor60_ch15,Night,0.952038924930491,66945,M,1
1266,adj_Monitor15_ch11,Night,0.923308619091752,57380,M,1
1267,adj_Monitor54_ch19,Night,0.934430027803522,82983,F,1
1268,adj_Monitor20_ch2,Night,0.891334569045412,57713,M,1
1269,adj_Monitor22_ch7,Night,0.843836886005561,64498,M,1
1270,adj_Monitor20_ch23,Night,0.869555143651529,57713,M,1
